target_season,pitcher_id,pg,skill
2020,20700,breaking,-0.011179352822326846
2020,20700,fastball,0.09352405904425014
2020,20700,offspeed,0.0018043912327926548
2020,20938,breaking,-0.05548209002099276
2020,20938,fastball,0.07304412131955107
2020,20938,offspeed,-0.005283198291796661
2020,21095,breaking,-0.01202434793715752
2020,21095,fastball,0.05391916355712019
2020,21095,offspeed,-0.040194788560182985
2020,21178,breaking,-0.010277041154605331
2020,21178,fastball,0.06460102414159194
2020,21178,offspeed,-0.037211648442218935
2020,21279,breaking,-0.053293514461227855
2020,21279,fastball,0.017916199879101816
2020,21279,offspeed,0.029260085102088586
2020,21372,breaking,-0.1093549101608344
2020,21372,fastball,-0.025107757745941664
2020,21372,offspeed,0.01982439551872329
2020,21402,breaking,0.05640103129021536
2020,21402,fastball,0.03635992969348344
2020,21402,offspeed,0.03033952096798189
2020,21414,breaking,0.03244965730927145
2020,21414,fastball,0.0340573118680006
2020,21414,offspeed,0.007264114631422104
2020,21415,breaking,-0.06374742181889642
2020,21415,fastball,-0.03860595474890398
2020,21415,offspeed,-0.011473169044618868
2020,21432,breaking,-0.05855076209639245
2020,21432,fastball,0.008418686686307414
2020,21549,breaking,0.047687386485688876
2020,21549,fastball,0.1925471843103404
2020,21549,offspeed,0.00491497239981022
2020,21558,breaking,-0.04179550288561524
2020,21558,fastball,-0.015934940442567762
2020,21558,offspeed,0.06750888649656975
2020,21587,breaking,0.004750609683832402
2020,21587,fastball,-0.017946641712042386
2020,21587,offspeed,-0.006781058364071724
2020,21588,breaking,-0.015600097388997558
2020,21588,fastball,0.0006988769360707633
2020,21588,offspeed,-0.034261770541171827
2020,21595,breaking,-0.10403952812779892
2020,21595,fastball,-0.04291224092905299
2020,21595,offspeed,-0.022227797182698943
2020,21622,breaking,-0.022080755152229768
2020,21622,fastball,0.009440972901704366
2020,21622,offspeed,-0.028150156206092864
2020,21624,fastball,-0.022080755152229768
2020,21654,breaking,-0.008191866263340878
2020,21654,fastball,0.0033275095926424084
2020,21654,offspeed,0.02638219214607121
2020,21690,breaking,0.03248262336682456
2020,21690,fastball,0.053175112528037694
2020,21690,offspeed,-0.012302783302998173
2020,21699,breaking,-0.029300898199186146
2020,21699,fastball,-0.0019291341437567685
2020,21699,offspeed,-0.017228768035418687
2020,21733,breaking,-0.055483704996106005
2020,21733,fastball,0.02817223008953682
2020,21733,offspeed,-0.04967087253103796
2020,21754,breaking,-0.03297275447167176
2020,21754,fastball,0.011611045634693304
2020,21754,offspeed,0.010683224462420126
2020,21789,breaking,-0.06610079838669684
2020,21789,fastball,0.015394215900132997
2020,21789,offspeed,-0.028648562304456716
2020,21795,breaking,-0.10943662132185486
2020,21795,fastball,-0.045111373121411405
2020,21795,offspeed,-0.0700164670462428
2020,21813,breaking,0.013030501512471707
2020,21813,fastball,0.09094474913547525
2020,21813,offspeed,-0.05711277443760045
2020,21830,breaking,-0.04572316815407034
2020,21830,fastball,0.1365887687621147
2020,21830,offspeed,-0.017345069595594412
2020,21840,breaking,-0.054387599347847405
2020,21840,fastball,-0.0033240770743125712
2020,21840,offspeed,-0.002230584968187779
2020,21857,breaking,0.006906706977982813
2020,21857,fastball,0.012030938209535085
2020,21874,breaking,0.02529289400659514
2020,21874,fastball,0.04943425572324195
2020,21874,offspeed,0.03164726255853094
2020,21875,breaking,-0.06878319941798557
2020,21875,fastball,-0.04386799928824861
2020,21875,offspeed,-0.0030719498487528293
2020,21916,breaking,-0.01306732460537849
2020,21916,fastball,0.03682021371023243
2020,21916,offspeed,0.032851391441217334
2020,21936,breaking,-0.028296786186962
2020,21936,fastball,0.0394131757011492
2020,21936,offspeed,-0.049443888069684826
2020,21940,breaking,-0.01770627164635391
2020,21940,fastball,0.09363461734264762
2020,21940,offspeed,-0.01616618462200611
2020,21955,breaking,0.013727343454401499
2020,21955,fastball,0.011822112757002606
2020,21955,offspeed,0.061381201901393
2020,21961,breaking,-0.03070696306238369
2020,21961,fastball,0.1030048500333905
2020,21961,offspeed,0.0056290505290586355
2020,21978,breaking,-0.006867893536455215
2020,21978,fastball,0.021556448321882207
2020,21978,offspeed,-0.018060303204058173
2020,21991,breaking,-0.029381115640984612
2020,21991,fastball,-0.007334842738109281
2020,21991,offspeed,0.008207453523141216
2020,21994,breaking,-0.01741690022258883
2020,21994,fastball,-0.0012375057377288713
2020,21994,offspeed,0.020912688721382307
2020,21998,breaking,-0.04417488639895612
2020,21998,fastball,0.02092568316933057
2020,21998,offspeed,0.022287916330092236
2020,22007,breaking,0.010683224462420126
2020,22007,fastball,0.018556284971845173
2020,22007,offspeed,0.07587285959761349
2020,22015,breaking,-0.07781331157102599
2020,22015,fastball,-0.00923932778324917
2020,22028,breaking,-0.03451410813759359
2020,22028,fastball,0.018262169225133545
2020,22028,offspeed,-0.008573881641189786
2020,22029,breaking,0.017348944685184425
2020,22029,fastball,0.058783170108844957
2020,22029,offspeed,0.0002621194066820488
2020,22094,breaking,-0.1000114417067273
2020,22094,fastball,-0.09811141011225331
2020,22094,offspeed,-0.025419060962091632
2020,22099,breaking,-0.011473169044618868
2020,22099,fastball,-0.064801063501501
2020,22099,offspeed,-0.08861157371439905
2020,22110,breaking,0.020968438497378936
2020,22110,fastball,0.017625581950527876
2020,22110,offspeed,-0.023635419691490026
2020,22118,breaking,-0.17159989152802446
2020,22118,fastball,0.02905979008020115
2020,22118,offspeed,-0.0075961149920607375
2020,22123,breaking,-0.04762218058416436
2020,22123,fastball,0.07751035672070523
2020,22123,offspeed,-0.026456716230482992
2020,22131,breaking,-0.03807692567775711
2020,22131,fastball,0.13261314898951362
2020,22131,offspeed,0.19811000632480255
2020,22136,breaking,-0.04329272934052233
2020,22136,fastball,-0.012889086615226746
2020,22136,offspeed,-0.049590233314504614
2020,22143,breaking,-0.04037159463048348
2020,22143,fastball,0.006788425412785932
2020,22143,offspeed,0.012520859754281126
2020,22154,breaking,0.003938396422713206
2020,22154,fastball,0.03349975900680897
2020,22154,offspeed,-0.0015639682069422294
2020,22156,breaking,-0.03058584274960143
2020,22156,fastball,0.01902158880175614
2020,22156,offspeed,-0.0031885824756288307
2020,22163,breaking,-0.026965400642951356
2020,22163,fastball,0.11888498114261377
2020,22163,offspeed,-0.008060320513149949
2020,22180,breaking,0.06693833567202813
2020,22180,fastball,0.04209106787664404
2020,22192,breaking,-0.009900882427401777
2020,22192,fastball,-0.05032410845638152
2020,22192,offspeed,-0.02778111167567776
2020,22201,breaking,-0.019272861203457496
2020,22201,fastball,0.049514938646269144
2020,22201,offspeed,-0.021184105243871112
2020,22203,breaking,-0.0020736258390265127
2020,22203,fastball,0.00837625067658454
2020,22220,breaking,0.027282185639211618
2020,22220,fastball,-0.038874092226834515
2020,22220,offspeed,-0.024163096877446343
2020,22231,breaking,0.07965060278288663
2020,22231,fastball,0.056117091139240016
2020,22231,offspeed,-0.0038979491420898693
2020,22233,breaking,-0.0542744153995408
2020,22233,fastball,-0.04465243968800163
2020,22233,offspeed,-0.008477908406632572
2020,22234,breaking,0.029494822628726165
2020,22234,fastball,-0.021866047697479046
2020,22234,offspeed,-0.032312681403013466
2020,22249,breaking,-0.03485759935159462
2020,22249,fastball,-0.002109322995519025
2020,22249,offspeed,-0.001044295558655118
2020,22253,breaking,-0.019740300386983087
2020,22253,fastball,0.0117043667755714
2020,22253,offspeed,-0.007252406459378343
2020,22254,breaking,0.07808378072893898
2020,22254,fastball,0.07174361435277785
2020,22254,offspeed,0.05211212322336758
2020,22277,breaking,-0.09549068030308874
2020,22277,fastball,-0.00171746585397558
2020,22277,offspeed,-0.07089493786465798
2020,22278,breaking,-0.17018864718180074
2020,22278,fastball,-0.12873272629112206
2020,22278,offspeed,-0.06033128423108021
2020,22293,breaking,-0.02937176893285958
2020,22293,fastball,0.03842145249737103
2020,22293,offspeed,-0.057506115598535155
2020,22302,breaking,-0.05836986552037232
2020,22302,fastball,-0.09483723460366929
2020,22302,offspeed,-0.038835199158276615
2020,22309,breaking,0.04125850114950248
2020,22309,fastball,0.13093993676102908
2020,22309,offspeed,0.017759607667729438
2020,22311,breaking,-0.024163096877446343
2020,22311,fastball,-0.01595933131670439
2020,22311,offspeed,0.008923388519994675
2020,22312,breaking,0.00042552738800650684
2020,22312,fastball,-0.025525928199274052
2020,22312,offspeed,-0.0020736258390265127
